SiteCode,RefCode,Country,State,Municipality,Locality,Latitude,Longitude,Precision,Vegetation,VegType,Ecoregion,Domain,Elevation,1kmAlt,MeanAnnTemp,MeanAnnRain
BFA217,BFR053,Panama,Panama,Panama,"Barro Colorado Island, Amourtrail",9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA217,BFR053,Panama,Panama,Panama,"Barro Colorado Island, Lab Clearing",9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA217,BFR053,Panama,Panama,Panama,"Barro Colorado Island, Miller trail",9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA217,BFR053,Panama,Panama,Panama,Bohio,9.204324,-79.88414,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.6,2765
BFA217,BFR053,Panama,Panama,Panama,Chicha,9.204324,-79.88414,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.6,2765
BFA217,BFR053,Panama,Panama,Panama,Frijoles,9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA217,BFR053,Panama,Panama,Panama,Gigante 1,9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA217,BFR053,Panama,Panama,Panama,Gigante 2,9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA217,BFR053,Panama,Panama,Panama,Guanabano,9.204324,-79.88414,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.6,2765
BFA217,BFR053,Panama,Panama,Panama,Guava,9.204324,-79.88414,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.6,2765
BFA217,BFR053,Panama,Panama,Panama,Las Pavas,9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA217,BFR053,Panama,Panama,Panama,Mona Grita,9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA217,BFR053,Panama,Panama,Panama,Orchid Island,9.204324,-79.88414,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.6,2765
BFA217,BFR053,Panama,Panama,Panama,Pena Blanca,9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA217,BFR053,Panama,Panama,Panama,Pato Horqueta,9.204324,-79.88414,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.6,2765
BFA217,BFR053,Panama,Panama,Panama,Parque Nacional Soberania 1,9.120412,-79.72729,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.7,2320
BFA217,BFR053,Panama,Panama,Panama,Parque Nacional Soberania 2,9.043633,-79.65244,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,101,26.5,2146
BFA217,BFR053,Panama,Panama,Panama,Tres Almendras,9.204324,-79.88414,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,28,26.6,2765
BFA217,BFR053,Panama,Panama,Panama,Urodema Island,9.123855,-79.87928,Not precise,Continuos forest and fragmented forest,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,30,26.7,2470
BFA218,BFR054,Brazil,Amapá,Amapá,Floresta Nacional do Amapá (FNA),1.206111111,-51.74083333,Not precise,"upland forest, with some stains of flooded forests, “tabocais” (forest of bamboo) and rocky outcrop",Savanna woodland,Uatuma-Trombetas moist forests,Amazonia,265,170,25.9,2470
BFA219,BFR054,Brazil,Amapá,Amapá,Parque Nacional Montanhas do Tumucumaque (PNMT),2.047444444,-52.75355556,Not precise,"dense forests of mainland, igapó forest (dense ombrophylous alluvial forests), slops forests and dried formations associated with rocky outcrop",Coastal sandy mosaic,Guianan moist forests,Amazonia,250,193,25.5,2412
BFA220,BFR054,Brazil,Amapá,Amapá,Reserva de Desenvolvimento Sustentável do Rio Iratapurú (RDSI),0.1818518519,-53.62187963,Not precise,upland forest with a high concentration of Castanheiras-do-Brazil,Floodplain forest,Uatuma-Trombetas moist forests,Amazonia,300,302,25.9,2270
BFA221,BFR055,Costa Rica,Costa Rica,Costa Rica,18 different locations across Coto Brus valley,8.954045,-83.070404,Not precise,mixture of tropical wet forest and farmland,Rainforest,Isthmian-Pacific moist forests,Mesoamerica,NA,340,25,2615
BFA222,BFR056,Brazil,Minas Gerais,Uberlândia,The “Panga” ecological reservation,-19.18611111,-48.40972222,Precise,Cerrado,Semideciduos forest,Alto Paraná Atlantic forests,Atlantic Forest,800,798,22,1445
BFA223,BFR057,United States,Puerto Rico,Arecibo,"Mata del Plátano field station, Interamerican University",18.475718,-66.759438,Not precise,"subtropical, successional forest, dominated by deciduous trees",NA,Puerto Rican moist forests,Caribbean,NA,55,25.6,1349
BFA224,BFR058,Mexico,Chiapas,Chiapas,Cueva del naranjo,16.85444444,-93.70444444,Not precise,NA,Mixed forest,Chiapas Depression dry forests,Mesoamerica,NA,798,23.2,871
BFA225,BFR058,Mexico,Chiapas,Chiapas,Cueva del Cerro hueco,16.72111111,-93.09,Not precise,NA,Mixed forest,Chiapas Depression dry forests,Mesoamerica,NA,800,23.3,1058
BFA226,BFR058,Mexico,Chiapas,Chiapas,Cueva del Guano,16.81027778,-93.175,Not precise,NA,Mixed forest,Chiapas Depression dry forests,Mesoamerica,NA,771,23.2,967
BFA227,BFR058,Mexico,Colima,Colima,Cueva del Salitre,19.0825,-103.7330556,Not precise,NA,Deciduous forest,Jalisco dry forests,Mesoamerica,NA,499,26.2,832
BFA228,BFR058,Mexico,Colima,Colima,Cueva de los Animales,19.14944444,-103.8330556,Not precise,NA,Deciduous forest,Jalisco dry forests,Mesoamerica,NA,413,28,91
BFA229,BFR058,Mexico,Colima,Colima,Cueva 1,19.1992,-103.9146611,Not precise,NA,Deciduous forest,Jalisco dry forests,Mesoamerica,NA,281,26.1,856
BFA230,BFR058,Mexico,Nayarit,San Blas,Cueva El Naranjal,21.47941667,-105.0775833,Not precise,NA,Mixed forest,Jalisco dry forests,Mesoamerica,NA,525,23.2,1505
BFA231,BFR058,Mexico,Quintana Roo,Lazaro Cardenas,Cueva de Zereque (Actun Tzuub),20.80416667,-87.47611111,Not precise,NA,Limestone rainforest,Yucatán moist forests,Mesoamerica,NA,9,25.3,1254
BFA232,BFR058,Mexico,Yucatan,Yucatan,Cavity 1,20.29027778,-89.64536111,Not precise,NA,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,70,26,1043
BFA233,BFR058,Mexico,Yucatan,Yucatan,Cavity 2,20.29277778,-89.645,Not precise,NA,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,68,26,1044
BFA234,BFR058,Mexico,Yucatan,Yucatan,Cueva El Naranjal,20.19888889,-89.31,Not precise,NA,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,54,25.6,1099
BFA235,BFR058,Mexico,Yucatan,Yucatan,Cueva Tzabnáh (13 cenotes),20.73916667,-89.47944444,Not precise,NA,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,18,25.9,1001
BFA236,BFR058,Mexico,Yucatan,Yucatan,Grutas de la Santa Maria,20.74694444,-89.29638889,Not precise,NA,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,14,26,1056
BFA237,BFR058,Mexico,Yucatan,Yucatan,Cueva near to cenote Bal-mil,20.75277778,-89.25138889,Not precise,NA,Semideciduos forest,Yucatán dry forests,Mesoamerica,NA,17,26,1065
BFA238,BFR059,Brazil,Rio de Janeiro,Miracema,Paraíso do Tobias,-21.4045,-42.06766667,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,376,21.7,1284
BFA238,BFR059,Brazil,Rio de Janeiro,Casimiro de Abreu,Morro de São João,-22.51,-41.99230556,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,10,23,1062
BFA238,BFR059,Brazil,Rio de Janeiro,Cachoeira de Macacu,Reserva Ecológica de Guapiaçú,-22.51444444,-42.97694444,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,75,22.7,1552
BFA238,BFR059,Brazil,Rio de Janeiro,Paracambi,Ponte Coberta,-22.65741667,-43.80269444,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,94,23,1406
BFA238,BFR059,Brazil,Rio de Janeiro,Itaguaí,Coroa Grande,-22.88438889,-43.85108333,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,313,22.5,1350
BFA238,BFR059,Brazil,Rio de Janeiro,Mangaratiba,Ilha de Itacuruçá,-22.92763889,-43.88466667,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,12,23.3,1342
BFA238,BFR059,Brazil,Rio de Janeiro,Mangaratiba,Ilha de Jaguanum,-22.99208333,-43.92288889,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,35,NA,NA
BFA238,BFR059,Brazil,Rio de Janeiro,Mangaratiba,Ilha da Marambaia,-23.0675,-43.88722222,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,NA,23.4,1351
BFA238,BFR059,Brazil,Rio de Janeiro,Mangaratiba,Sahy,-22.93272222,-44.01211111,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,59,22.5,1439
BFA238,BFR059,Brazil,Rio de Janeiro,Mangaratiba,Hotel Portobello,-22.90333333,-44.06977778,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,138,22.6,1484
BFA238,BFR059,Brazil,Rio de Janeiro,Mangaratiba,RB Rio das Pedras,-22.99427778,-44.10480556,Precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,171,22.8,1520
BFA238,BFR059,Brazil,Rio de Janeiro,Angra dos Reis,Ilha da Gipóia,-23.046808,-44.360207,Not precise,NA,Rainforest,Serra do Mar coastal forests,Atlantic Forest,640,31,23.1,1788
BFA239,BFR060,Brazil,Rio de Janeiro,Paracambi,Curió Municipal Natural Park,-22.575,-43.69166667,Precise,Atlantic Forest remnant,Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,328,21,1451
BFA159,BFR061,Brazil,Rio de Janeiro,Nova Iguaçu,Tinguá Biological Reserve and two areas sorrounding it,-22.59484444,-43.41823426,Precise,Atlantic forest,Rainforest,Serra do Mar coastal forests,Atlantic Forest,NA,34,23.3,1673
BFA240,BFR062,Mexico,Jalisco,Autlan,Autlan,19.770774,-104.366757,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,919,23.2,828
BFA241,BFR062,Mexico,Jalisco,Autlan,"Autlan, El Coyame, Las Joyas Station",19.61824767,-104.3875113,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,872,23.9,1308
BFA242,BFR062,Mexico,Jalisco,Autlan,"Autlan, El Totole, La Marmolera",19.6249465,-104.4904995,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,327,25.6,1530
BFA243,BFR062,Mexico,Jalisco,Casimiro Castillo,El Coyame,19.497929,-104.521476,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Jalisco dry forests,Mesoamerica,NA,333,25.3,1419
BFA244,BFR062,Mexico,Jalisco,Casimiro Castillo,"El Coyame, El Totole",19.488524,-104.567859,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Jalisco dry forests,Mesoamerica,NA,300,25.5,1251
BFA245,BFR062,Mexico,Jalisco,Casimiro Castillo,"El Coyame, El Totole, Villa Purificación",19.56517633,-104.5808217,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Jalisco dry forests,Mesoamerica,NA,705,24.7,1578
BFA246,BFR062,Mexico,Jalisco,Casimiro Castillo,"El Coyame, La Pareja",20.0467045,-104.379702,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,1381,20.4,990
BFA247,BFR062,Mexico,Jalisco,La Huerta,El Totole,19.479119,-104.614242,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,312,25.4,1195
BFA248,BFR062,Mexico,Jalisco,La Huerta,"El Totole, La Marmolera, El Coyame",19.488524,-104.567859,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,300,25.5,1251
BFA249,BFR062,Mexico,Jalisco,Autlan,Jalocote Rancho de Arturo Moreno,19.819736,-104.422709,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,1272,20.9,1125
BFA250,BFR062,Mexico,Jalisco,Autlan ,"Jalocote, El Coyame, La Pareja, Las Joyas Station, Autlan, Villa Purificación",19.678592,-104.438398,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,584,24.5,1501
BFA251,BFR062,Mexico,Jalisco,Juchitlan,"Juchitlan, La Marmolera",20.082958,-104.100083,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,1254,21.6,718
BFA252,BFR062,Mexico,Jalisco,Juchitlan,"Juchitlan, La Pareja",20.339219,-104.1690055,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Jalisco dry forests,Mesoamerica,NA,1642,18.3,1025
BFA253,BFR062,Mexico,Jalisco,La Joya,La Joya Neverias,20.84698,-103.979004,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,1369,20.5,943
BFA254,BFR062,Mexico,Jalisco,Juchitlan,La Marmolera,20.659523,-103.349425,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Bajo dry forests,Mesoamerica,NA,1558,19.7,939
BFA255,BFR062,Mexico,Jalisco,Ameca,La Pareja,20.59548,-104.237928,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Sinaloan dry forests,Mesoamerica,NA,1049,22.8,848
BFA256,BFR062,Mexico,Jalisco,Autlan,"La Pareja, Autlan",20.183127,-104.3023425,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Deciduous forest,Jalisco dry forests,Mesoamerica,NA,1467,19.9,1021
BFA257,BFR062,Mexico,Jalisco,Chamela,"Rancho Cerro El Tigre, Chamela, Villa Purificación",19.6226265,-104.8402705,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,345,25.2,1366
BFA258,BFR062,Mexico,Jalisco,Villa Prurificación,Villa Purificación,19.718481,-104.606747,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,NA,450,25.1,1743
BFA259,BFR062,Mexico,Jalisco,Villa Prurificación,"Villa Purificación, La Pareja, Autlan",20.028245,-104.4038107,Not Precise,"deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland",Mixed forest,Jalisco dry forests,Mesoamerica,NA,1419,20.5,1030
BFA260,BFR063,Brazil,Minas Gerais,"Alfenas, Areado, and Monte Belo",forest remnants with distinct areas,-21.38097222,-46.21263889,Precise,Atlantic Forest and Cerrado,Cloud forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,882,19.8,1521
BFA261,BFR064,Brazil,Minas Gerais,Minduri and Carrancas,Chapada do Abanador,-21.58333333,-46.55,Not precise,Campos de altitude and campos rupestres with large extensions of grasslands and eventually some shrub-sized species,Cloud forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,996,19.2,1542
BFA262,BFR065,Brazil,Paraná,Guaratuba,"Guaratuba Bay, Southern Brazil",-25.83333333,-48.56666667,Precise,NA,Cloud forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,121,19.8,2046
BFA263,BFR066,Venezuela,Falcón,Falcón,Piedra Honda Cave,11.91702778,-70.01908333,Precise,semiarid landscape,Rainforest,Paraguana xeric scrub,Caribbean,NA,141,26.8,529
BFA264,BFR067,Mexico,Veracruz,Tlapacoyan,Encinar,19.91194444,-97.20277778,Precise,Acahual,Rainforest,Veracruz moist forests,Mesoamerica,NA,597,21.2,2488
BFA264,BFR067,Mexico,Veracruz,Puente Nacional,Utrera,19.285,-96.51972222,Precise,Acahual,Rainforest,Veracruz moist forests,Mesoamerica,NA,182,25.1,982
BFA264,BFR067,Mexico,Veracruz,San Andrés Tuxtla,Ruiz,18.67027778,-95.12611111,Precise,Acahual,Rainforest,Veracruz moist forests,Mesoamerica,NA,NA,25.6,3137
BFA265,BFR067,Mexico,Veracruz,San Andrés Tuxtla,Perico,18.66166667,-95.21527778,Precise,Pastizal,Rainforest,Veracruz moist forests,Mesoamerica,NA,230,24.5,3132
BFA265,BFR067,Mexico,Veracruz,San Andrés Tuxtla,Divino,18.64222222,-95.19333333,Precise,Pastizal,Rainforest,Veracruz moist forests,Mesoamerica,NA,404,23.7,2966
BFA265,BFR067,Mexico,Veracruz,Tlapacoyan,Clarín,20.03416667,-97.10388889,Precise,Pastizal,Rainforest,Veracruz moist forests,Mesoamerica,NA,112,24,1359
BFA266,BFR067,Mexico,Veracruz,Martínez de la Torre,Soledad,20.03555556,-97.0775,Precise,Silvopastoril,Rainforest,Veracruz moist forests,Mesoamerica,NA,115,24.1,1343
BFA266,BFR067,Mexico,Veracruz,Úrsulo Galván,CBTA 17,19.40944444,-96.37583333,Precise,Silvopastoril,Cloud Forest,Veracruz moist forests,Mesoamerica,NA,14,25.6,1200
BFA267,BFR068,Brazil,Mato Grosso do Sul,Campo Grande,Florestinha,-20.44740917,-54.56204222,Precise,NA,Semideciduos forest,Cerrado,Atlantic Forest,NA,632,22.9,1461
BFA268,BFR068,Brazil,Mato Grosso do Sul,Campo Grande,Centro de Educação Ambiental Polonês,-20.44740917,-54.58050444,Precise,NA,Semideciduos forest,Cerrado,Atlantic Forest,NA,582,23.1,1457
BFA269,BFR069,Brazil,Pará,"Altamira, Vitória do Xingu, Brasil Novo, Bragança and Nova Timboteua",Urban and Rural areas,-1.547430149,-74.51849065,Not precise,Secondary vegetation,Rainforest,Iquitos varzea,Amazonia,NA,188,25.9,2836
BFA270,BFR070,United States,Colorado,Larimer County,"Fort Collins, Timnath",40.529149,-104.985253,Not precise,NA,Western short grasslands,Central and Southern mixed grasslands,Caribbean,NA,1480,9.4,357
BFA271,BFR071,Brazil,Brasilia,Brasilia,"Cerrado Biosphere Reserve Federal District: Brasília National Park (PNB), Gama-Cabeça de Veado Environmental Protection Area (AGCV) and Águas Emendadas Ecological Station (ESECAE) ",-15.7262037,-47.84453704,Precise,savanna habitats and forested riparian areas,Savanna woodland,Cerrado,Cerrado,NA,1032,21.5,1555
BFA272,BFR072,Saint Kitts and Nevis,Saint Kitts Island,Saint Kitts Island,Saint Kitts Island,17.34338,-62.755904,Not precise,NA,NA,Leeward Islands moist forests,NA,NA,448,24.7,1525
BFA273,BFR073,Brazil,Paraná,Palotina,São Camilo State Park (SCSP),-24.14916667,-53.91055556,Precise,semideciduous seasonal forest,Mixed forest,Alto Paraná Atlantic forests,Atlantic Forest,NA,234,21.4,1467
BFA274,BFR074,United States,Texas,"Brewster, Crockett, Culberson, Hudspeth, Presidio and Reeves","Brewster, Crockett, Culberson, Hudspeth, Presidio and Reeves",31.968598,-99.901812,Not precise,NA,NA,Central and Southern mixed grasslands,NA,NA,569,17.9,640
BFA275,BFR075,Mexico,Michoacan,Morelia,Tiristaran,19.76527778,-101.3419444,Precise,Quercus spp. forest,Mixed forest,Trans-Mexican Volcanic Belt pine-oak forests,Mesoamerica,2170,2161,16.5,863
BFA276,BFR076,Costa Rica,Guanacaste,Guanacaste,Guanacaste,10.367062,-85.213786,Not precise,"Base moist forest, trnasitions to base dry forest, premontane wet forest, transitions to wet base forest, transitions to premontane  moist forest, premontane rain forest, trnasitions to base rain forest",Deciduous forest,Central American dry forests,Mesoamerica,NA,7,26.9,1679
BFA276,BFR076,Costa Rica,Alajuela,Alajuela,Alajuela,10.1538775,-84.5962725,Not precise,"Base moist forest, trnasitions to base dry forest, premontane wet forest, transitions to wet base forest, transitions to premontane  moist forest, premontane rain forest, trnasitions to base rain forest",Seasonal riverine forest,Isthmian-Atlantic moist forests,Mesoamerica,NA,1507,18.6,2652
BFA276,BFR076,Costa Rica,Cartago ,Cartago ,Cartago ,9.98221,-83.6042,Not precise,"Base moist forest, trnasitions to base dry forest, premontane wet forest, transitions to wet base forest, transitions to premontane  moist forest, premontane rain forest, trnasitions to base rain forest",Rainforest,Costa Rican seasonal moist forests,Mesoamerica,NA,353,24.6,3929
BFA276,BFR076,Costa Rica,Puntarenas,Puntarenas,Puntarenas,9.74598,-85.176435,Not precise,"Base moist forest, trnasitions to base dry forest, premontane wet forest, transitions to wet base forest, transitions to premontane  moist forest, premontane rain forest, trnasitions to base rain forest",Semideciduos forest,Costa Rican seasonal moist forests,Mesoamerica,NA,192,25.8,2399
BFA277,BFR077,Mexico,Jalisco,Coast of Chamela,Don Panchito Island,19.526511,-105.074972,Not precise,tropical deciduous and tropical semi-deciduous forests ,Semi-arid thorny woodland,Jalisco dry forests,Mesoamerica,NA,33,26.5,720
BFA278,BFR078,Brazil,Maranhão,São Luís.,Quebra Pote,-2.696111111,-44.21972222,Precise,Secondary forest,Coastal sandy mosaic,Maranhão Baba forests,Atlantic Forest,NA,30,27,1711
BFA279,BFR079,Brazil,Maranhão,Barreirinhas,Barreirinhas,-3,-43.1,Not precise,Cerrado,Coastal sandy mosaic,Maranhão Baba forests,Cerrado,NA,90,26.9,1564
BFA280,BFR080,Ecuador,Ecuador,Ecuador,both sides of the Andes in Ecuador,-1.831239,-78.183406,Not precise,NA,NA,Eastern Cordillera real montane forests,NA,NA,1347,19.5,2952
BFA281,BFR081,Costa Rica,La Heredia province,Heredia,La Selva Biological Station,10.430622,-84.006969,Not precise,NA,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,64,26.1,3949
BFA282,BFR082,Brazil,Paraná,Tuneiras do Oeste and Cianorte,Reserva Biológica das Perobas,-23.88111111,-52.73555556,Precise,"Floresta Estacional Semidecidual Submontana, Floresta Ombrófila Mista and pinheiro-do-paraná",Mixed forest,Alto Paraná Atlantic forests,Atlantic Forest,600,578,20.3,1445
BFA283,BFR083,Brazil,Ceará,Ceará,The Serra das Almas Nature Reserve,-5.141430556,-40.91627778,Precise,Caatinga vegetation,Coastal sandy mosaic,Caatinga,Atlantic Forest,NA,622,23.4,942
BFA284,BFR084,Brazil,Pernambuco,Sirinhaém,"""Forest Zone"" of the southern Pernambuco coast",-8.583333333,-35.1,Not precise,Mangroove,Rainforest,Pernambuco coastal forests,Atlantic Forest,NA,45,24.6,2048
BFA285,BFR085,Brazil,Pernambuco,Moreno,Carnijó Private Natural Heritage Reserve (RPPN Carnijó),-8.116666667,-35.08333333,Precise,secondary Atlantic Rainforest,Rainforest,Pernambuco coastal forests,Atlantic Forest,NA,77,24.7,1304
BFA103,BFR086,Brazil,Sergipe,Capela,Mata do Junco Wildlife Refuge (RVS-Mata do Junco),-10.53333333,-37.05,Not precise,rainforest with numerous clearings surrounded by an anthropogenic matrix,Coastal sandy mosaic,Caatinga,Atlantic Forest,NA,112,24.3,1271
BFA286,BFR087,Colombia,Tolima,Ambalema,Chorrillo,4.433333333,-74.8,Not precise,Dry forest,Rainforest,Magdalena Valley dry forests,Northern Andean,NA,413,27,1261
BFA287,BFR088,Belize,Orange Walk,Orange Walk,Lamanai Archaeological Reserve (LAR) and the Lamanai Field Research Center (LFRC),17.76666667,-88.65,Not precise,"broadleaf tropical deciduous forest, savanna",Savanna woodland,Belizian pine forests,Mesoamerica,NA,14,25.3,1712
BFA288,BFR089,Mexico,Chiapas,La Trinitaria,La cueva de San Francisco,16.09844444,-92.046,Precise,"vegetación alrededor de la cueva es bosque de encina, así como cultivos de maíz y pastizales",Mixed forest,NA,Mesoamerica,NA,1562,19,1007
BFA289,BFR090,Mexico,Oaxaca,Santa María Huatulco,cave “Cerro Huatulco”,15.84991667,-96.35108333,Precise,"surrounded by patches of tropical forest with medium-sized semideciduous trees, shade coffee plantations, and grasslands",Seasonal riverine forest,Oaxacan montane forests,Mesoamerica,NA,478,25.4,1244
BFA290,BFR091,Brazil,Mato Grosso do Sul,Bandeirantes,Fazenda Cervinho,-19.9551,-54.33577778,Precise,Cerrado,Semideciduos forest,Cerrado,Atlantic Forest,613,597,23.3,1485
BFA291,BFR092,Mexico,Michoacan,Uruapan,Urapan,19.4198,-102.127789,Not precise,"Cloud forest, Gallery Forest, Pine Forest, Pine–oak forest, Tropical dry Forest, Grassland.",Mixed forest,Western Congolian forest-savanna mosaic,Mesoamerica,NA,388,24,1423
BFA292,BFR092,Mexico,Michoacan,Uruapan,Toreo el Alto,19.478683,-102.003928,Not precise,"Cloud forest, Gallery Forest, Pine Forest, Pine–oak forest, Tropical dry Forest, Grassland.",Mixed forest,Southern Rift montane forest-grassland mosaic,Mesoamerica,NA,1366,18.4,1110
BFA293,BFR093,Mexico,Veracruz,Coatepec,Campo Viejo,19.451938,-96.959451,Not precise,Mountain cloud forest,Cloud Forest,Veracruz moist forests,Mesoamerica,NA,1197,19.1,1809
BFA294,BFR093,Mexico,Veracruz,Xalapa,Jardin de las Esculturas,19.543775,-96.910181,Not precise,Mountain cloud forest,Cloud Forest,Veracruz moist forests,Mesoamerica,NA,1450,17.7,1663
BFA295,BFR093,Mexico,Veracruz,Xalapa,Santuario Bosque de Niebla,19.543775,-96.910181,Not precise,Mountain cloud forest,Cloud Forest,Veracruz moist forests,Mesoamerica,NA,1450,17.7,1663
BFA296,BFR094,Brazil,Mato Grosso do Sul,Campo Grande,Instituto de Pesquisa São Vicente (IPS),-20.38569444,-54.608,Precise,"cerrado sensu stricto, cerradăo, and riparian forest",Semideciduos forest,Cerrado,Atlantic Forest,NA,648,22.8,1466
BFA297,BFR094,Brazil,Mato Grosso do Sul,Campo Grande,Area de Preservação do Corrego Bandeira (APABAND),-20.49194444,-54.57916667,Precise,"cerrado sensu stricto, cerradăo, and riparian forest",Semideciduos forest,Cerrado,Atlantic Forest,NA,595,23.1,1456
