SiteCode,RefCode,Country,State,Municipality,Locality,Latitude,Longitude,Precision,Vegetation,VegType,Ecoregion,Domain,Elevation,Elevationfrom,MeanAnnTemp,MeanAnnRain,Observations
BFA323,BFR104,Brazil,Rio de Janeiro,Rio de Janeiro,Fazenda Marambaia,-22.93944444,-43.61055556,Precise,NA,Rainforest,Southern Coastal Atlantic Forest,Atlantic Forest,NA,80,22.6,1354,NA
BFA324,BFR105,Brazil,Rio de Janeiro,Rio de Janeiro,Parque Estadual Pedra Branca,-22.943952,-43.465275,Precise,NA,Rainforest,Southern Coastal Atlantic Forest,Atlantic Forest,NA,639,19.8,1615,NA
BFA325,BFR106,Peru,Urumbamba,Urumbamba,Lower Urumbamba region ,-11.84416667,-72.71027778,Precise,Secondary forest with little Bamboo and an abundance of large trees,Semi-desert and desert,Coastal Deserts,Peruvian-Chilean Desert,576,434,25.4,1883,NA
BFA326,BFR107,Brazil,Paraná,Cianorte,Parque municipal do Cinturão Verde,-23.66666667,-52.63333333,Not precise,Floresta Madura alterada,Mixed forest,Alto Paraná Atlantic forests,Atlantic Forest,530,409,20.4,1403,NA
BFA327,BFR108,Peru,Lima,Huarochirí ,"Railway cave near to La Esperanza brigde, district of San Bartolome",-11.90319444,-76.50347222,Precise,NA,Semi-desert and desert,Coastal Deserts,Peruvian-Chilean Desert,1710,2105,15.7,175,NA
BFA328,BFR109,United States,Arizona ,Mohava county,Parker,35.065827,-114.604374,Not precise,NA,NA,NA,NA,NA,206,22.8,97,NA
BFA329,BFR109,United States,California,Riverside county,Indio,33.720577,-116.215562,Not precise,NA,NA,NA,NA,NA,-4,22.9,71,NA
BFA330,BFR110,Uruguay,Artigas,Palma,"Arroyo Mandiyú, 3 km al oeste de la ruta 3",-30.51666667,-57.6969,Precise,NA,Savanna woodland ,Uruguayan Pampas,Pampa,NA,22,19.4,1339,NA
BFA331,BFR110,Uruguay,Artigas,Palma,Arroyo Ñaquiñá y ruta 3,-30.45,-57.63333333,Precise,NA,Savanna woodland ,Uruguayan Pampas,Pampa,NA,72,19.4,1354,NA
BFA332,BFR110,Uruguay,Artigas,Cainsa,"Establecimiento CAINZA, ruta 3, km 614",-30.38333333,-57.63333333,Precise,NA,Savanna woodland ,Uruguayan Pampas,Pampa,NA,26,19.6,1362,NA
BFA333,BFR110,Uruguay,Artigas,Tomás Gomensoro,"Estancia El Retiro, Cañada de la laguna y Cañana del Potrero (próximo al arroyo Yucutujá)",-30.38333333,-57.31666667,Precise,NA,Savanna woodland ,Uruguayan Pampas,Pampa,NA,26,19.6,1319,NA
BFA334,BFR110,Uruguay,Tacuarembó,San Gregorio,Frente a la Isla Misionera(costa del río Uruguay),-30.56666667,-57.86666667,Precise,NA,Seasonal riverine forest,Uruguayan Pampas,Pampa,NA,21,19.4,1297,NA
BFA335,BFR110,Uruguay,Rocha,Isla del Padre,"Isla del Padre, río Uruguay, frente a la granja Perroni",-30.436063,-57.775765,Precise,NA,Coastal sandy mosaic,Shorelands Pampas,Pampa,NA,30,19.5,1326,NA
BFA336,BFR110,Uruguay,Entre Ríos,Isla Rica,"Isla Rica, río Uruguay, frente a establecimiento RIUSA",-30.51666667,-57.88333333,Precise,NA,Coastal sandy mosaic,Shorelands Pampas,Pampa,NA,14,19.5,1299,NA
BFA337,BFR111,Argentina,Jujuy,Libertador Gen. San Martín,Arroyo Sauzalito,-23.78333333,-64.83333333,Precise,NA,Deciduous forest,Piedemonte Tucumano-Boliviano ,Southern Andean,NA,509,20.6,762,NA
BFA338,BFR111,Argentina,Jujuy,El Carmen,"Camino de Cornisa, ruta 9, limite entre Salta y Jujuy (El Carmen)",-24.46666667,-65.35,Precise,NA,Deciduous forest,Piedemonte Tucumano-Boliviano ,Southern Andean,NA,1525,15,603,NA
BFA339,BFR111,Argentina,Jujuy,Ledesma,"Fraile Pintado, 12 km al oeste sobre río Ledesma (Ledesma)",-23.93333333,-65.23333333,Precise,NA,Deciduous forest,Piedemonte Tucumano-Boliviana,Southern Andean,NA,1489,16.4,760,NA
BFA340,BFR111,Argentina,Jujuy,Santa Barbara,Laguna La Brea (Santa Barbara),-23.93333333,-64.46666667,Precise,NA,Deciduous forest,Piedemonte Tucumano-Boliviana,Southern Andean,NA,842,19.4,791,NA
BFA341,BFR111,Argentina,Jujuy,Ledesma,"Parque Nacional Calilegua, Ledesma, Aguas Negras",-23.760879,-64.850187,Precise,NA,Deciduous forest,Piedemonte Tucumano-Boliviana,Southern Andean,NA,551,20.5,770,NA
BFA342,BFR111,Argentina,Jujuy,Santa Barbara,"Vinalito, 2 km al NO entre las siete aguas y Vinalito, al borde del segundo canal (Santa Barbara)",-23.66666667,-64.43333333,Precise,NA,Deciduous forest,Piedemonte Tucumano-Boliviana,Southern Andean,NA,328,22,800,NA
BFA343,BFR111,Argentina,Misiones,Puerto Iguazú,Alrededores del centro operativo Cataratas Viejo (COC)(Iguazú),-25.679608,-54.453259,Precise,NA,Semideciduous forest,Southern Paranense Atlantic Forest,Atlantic Forest,NA,167,21.2,1711,NA
BFA344,BFR111,Argentina,Misiones,Puerto Iguazú,"Area Cataratas, ex aeropuerto Iguazú (Iguazú)",-25.732629,-54.477675,Precise,NA,Semideciduous forest,Southern Paranense Atlantic Forest,Atlantic Forest,NA,266,20.6,1741,NA
BFA345,BFR111,Argentina,Misiones,Puerto Iguazú,Borde del río Iguazú Superior,-25.58974,-54.570257,Precise,NA,Semideciduous forest,Southern Paranense Atlantic Forest,Atlantic Forest,NA,167,21.3,1735,NA
BFA346,BFR111,Argentina,Misiones,Puerto Iguazú,Camping ATE (Iguazú),-25.696761,-54.428667,Not precise,NA,Semideciduous forest,Southern Paranense Atlantic Forest,Atlantic Forest,NA,168,21.2,1714,NA
BFA347,BFR111,Argentina,Misiones,Puerto Iguazú,Entrada sendero Yacaratiá (Iguazú),-25.51666667,-54.13333333,Precise,NA,Semideciduous forest,Southern Paranense Atlantic Forest,Atlantic Forest,NA,232,20.3,1770,NA
BFA348,BFR111,Argentina,Misiones,Puerto Iguazú,"Parque Nacional Iguazú: Área Cataratas, alrededores del centro de Investigaciones Ecologicas subtropicales (CIES)(Iguazú)",-25.67864,-54.449262,Precise,NA,Semideciduous forest,Southern Paranense Atlantic Forest,Atlantic Forest,NA,182,21.2,1714,NA
BFA349,BFR111,Argentina,Salta,San Martín,Alto Macueta a 100 metros del segundo pozo petrolifero Alto Macueta N y a 2 km N del cruce de Macueta y Campo Largo (San Martin),-22.092804,-63.925057,Precise,NA,Semideciduous forest,Yungas Tucumano-Bolivianas,Southern Andean,NA,657,20.6,1034,NA
BFA350,BFR111,Argentina,Salta,Orán,"Camino a Isla de Cañas, Ruta 18, 27 km al O de intersección com ruta nacional 50 (Oran)",-23.08333333,-64.53333333,Precise,NA,Semideciduous forest,Yungas Tucumano-Bolivianas,Southern Andean,NA,673,20.5,977,NA
BFA351,BFR111,Argentina,Salta,San Martín,"Campo Largo 500 metros O, sobre río Itaú, Limite entre Argentina y Bolivia (San Martin)",-22.08333333,-63.91666667,Precise,NA,Semideciduous forest,Yungas Tucumano-Bolivianas,Southern Andean,NA,695,20,978,NA
BFA352,BFR111,Argentina,Salta,San José de Metán,"Río de las Conchas, 5,7 km al O de Metán, sobre el río Metán",-25.46666667,-65.01666667,Precise,NA,Semideciduous forest,Yungas Tucumano-Bolivianas,Southern Andean,NA,939,18.3,688,NA
BFA003,BFR111,Argentina,Salta,San Martín,"Piquirenda Viejo, 12 km al W (San Martín)",-22.357346,-63.880954,Precise,NA,Semideciduous forest,Yungas Tucumano-Bolivianas,Southern Andean,NA,595,20.7,1009,NA
BFA353,BFR111,Argentina,Tucumán,Burruyacú,"Piedra Tendida, 8 km al O de Dique El Cajon (Burruyacú)",-26.45,-64.9,Precise,NA,Semideciduous forest,Piedemonte Tucumano-Boliviano ,Southern Andean,NA,995,18.2,740,NA
BFA354,BFR112,Argentina,Jujuy,Dr. Manuel Belgrano,Parque provincial potrero de Yala,-24.112725,-65.47806944,Precise,NA,Deciduous forest,Piedemonte Tucumano-Boliviano ,Southern Andean,NA,1998,14.3,478,NA
BFA341,BFR112,Argentina,Jujuy,Ledesma,"Parque Nacional Calilegua, Ledesma, Aguas Negras",-23.760879,-64.850187,Precise,NA,Deciduous forest,Piedemonte Tucumano-Boliviano ,Southern Andean,NA,551,20.5,770,NA
BFA355,BFR112,Argentina,Salta,Orán,Finca Chaguaral,-24.04781944,-64.00204167,Precise,NA,Semideciduous forest,Yungas Tucumano-Bolivianas,Southern Andean,NA,359,21.9,787,NA
BFA356,BFR112,Argentina,Salta,Orán ,Pozo Cercado,-23.35502778,-62.73966667,Precise,NA,Semi-arid thorny woodland,Chaco Seco Drylands,Gran Chaco,NA,220,23.1,680,NA
BFA357,BFR113,Argentina,Misiones,San Ignacio,AICOM Osununú/Teyú Cuaré,-27.28333333,-55.60833333,Precise,NA,Semideciduous forest,Southern Paranense Atlantic Forest,Atlantic Forest,NA,57,21.2,1726,NA
BFA358,BFR114,Peru,Piura,Piura,Universidad Nacional de Piura (UNP),-5.177975,-80.61891111,Precise,NA,Semi-arid thorny woodland,Peruvian-Ecuadorian Mesoamerica,Mesoamerica,37,32,24.3,51,NA
BFA359,BFR114,Peru,Vaqueria,Caserio Tanlama,Catarata de Sitán,-5.045302778,-79.98889722,Precise,NA,Semi-arid thorny woodland,Peruvian-Ecuadorian Mesoamerica,Mesoamerica,504,885,23.5,341,NA
BFA360,BFR114,Peru,Lima,Huarayal,Lomas de Iguanil,-11.40123889,-77.2258,Precise,NA,Semi-desert and desert,Coastal Deserts,Peruvian-Chilean Desert,549,401,18.7,22,NA
BFA361,BFR114,Peru,Lima,,Universidad Nacional Agraria La Molina (UNALM),-12.081797,-76.945211,Precise,NA,Semi-desert and desert,Coastal Deserts,Peruvian-Chilean Desert,243,361,19,12,NA
BFA362,BFR115,United States,Texas,Austin,Austin,30.267153,-97.743061,Not precise,NA,NA,NA,NA,NA,163,20.1,811,NA
BFA363,BFR116,Ecuador, Orellana,Tiputini,"Yasuni research station,  Yasuni National Park",0.6797222222,-76.39472222,Precise,Primary tropical rainforest with an understory of mature woody and herbaceus vegetation,Rainforest,Western Amazonian Sedimentary Basin,Amazonia,265,450,24.9,3913,NA
BFA364,BFR117,Colombia,Cordoba,Planeta Rica,"Extensive livestock farm: Las Palmeras, San Lorenzo, Guacamayas and Chimborazo",8.402916667,-75.58944444,Precise,Tropical dry forest,Semideciduous forest,Equatorial Caribbean,Caribbean,NA,113,27.2,1603,NA
BFA365,BFR118,Argentina,Tucumán,San Javier,Parque Biologico Sierra de San Javier,-26.78333333,-65.36666667,Precise,NA,Semideciduous forest,Piedemonte Tucumano-Boliviano ,Southern Andean,NA,1092,17.3,997,NA
BFA353,BFR119,Argentina,Tucumám,Burruyacú,"Piedra tendida, 8 km al O del Dique El Cajon",-26.45,-64.9,Precise,"Bosque Chaqueño serrano, Bosque montano inferior, superior y pastizales humedos de altura",Semideciduous forest,Piedemonte Tucumano-Boliviano ,Southern Andean,NA,995,18.2,740,NA
BFA366,BFR119,Argentina,Jujuy,,"Abra de Santa Laura, sobre ruta nacional nro9",-24.49833333,-65.30666667,Precise,NA,Deciduous forest,Piedemonte Tucumano-Boliviano ,Southern Andean,1397,1288,16.4,759,NA
BFA367,BFR119,Argentina,Jujuy,,"Rio Blanco, aproximadamente 9 km al E de San Antonio",-24.41333333,-65.36666667,Not precise,NA,Deciduous forest,Piedemonte Tucumano-Boliviano ,Southern Andean,1443,1564,15.9,720,NA
BFA368,BFR119,Argentina,Formoso,,"Puesto Divisadero, 35 km al S y 5 km al E de Ingeniero Guillermo Juarez",-24.18333333,-61.88333333,Precise,NA,Semi-arid thorny woodland,Chaco Seco Drylands,Gran Chaco,NA,167,22.9,676,NA
BFA369,BFR120,Brazil,Distrito federal,Mambai e Brasilia,Grutas de FERCAL no Distrito Federal,-15.595854,-47.871347,Not precise,NA,Seasonal riverine forest,Paranaíba Cerrados,Cerrado,NA,1213,22.4,1438,NA
BFA370,BFR121,Panama,Colón,Santa Rosa,Santa Rosa,9.207575,-79.683887,Not precise,NA,Floodplain forest,Chocó-Darién Mesoamerica,Mesoamerica,NA,91,26.4,2555,NA
BFA324,BFR122,Brazil,Rio de Janeiro,Rio de Janeiro,Parque Estadual Pedra Branca,-23.50416667,-43.48513889,Precise,Lower mountain rain forest,Rainforest,Southern Coastal Atlantic Forest,Atlantic Forest,NA,0,NA,NA,NA
BFA277,BFR123,Brazil,Ceará,Ceará,The Serra das Almas Nature Reserve,-5.141430556,-40.91627778,Precise,Caatinga vegetation,Coastal sandy mosaic,Caatinga,Atlantic Forest,NA,604,23.4,942,NA
BFA371,BFR124,Brazil,Pará,Ilha de Marajó,Soure,-0.729666,-48.518454,Precise,NA,Savanna woodland,Amazonian Sedimentary Coastal Palains,Amazonia,NA,2,27.4,2793,NA
BFA372,BFR125,Costa Rica,Provincia Alajuela,Alajuela,"Alajuela, 4.2 km SE Cariblanco",10.23333333,-84.16666667,Precise,NA,Cloud forest,Mesoamerican Central Highlands,Mesoamerica,1100,1173,19.9,3030,NA
BFA373,BFR125,Costa Rica,Provincia Alajuela,Alajuela,"Alajuela, Bijagua, El Pilon, Volcan Tenorio, near head of Río Celeste",10.7,-84.98333333,Precise,NA,Cloud forest,Mesoamerican Central Highlands,Mesoamerica,750,787,22.8,3761,NA
BFA374,BFR125,Costa Rica,Provincia Heredia,Heredia,"Heredia, 1.2 mi N El Angel falls",10.26666667,-84.18333333,Not precise,NA,Rainforest,Caribbean Mesoamerica,Mesoamerica,850,784,22.6,4333,NA
BFA375,BFR125,Costa Rica,Provincia Heredia,Heredia,"Parque Nacional Braulio Carrillo, 5 km E Vara Blanca",10.16666667,-84.1,Precise,NA,Rainforest,Caribbean Mesoamerica,Mesoamerica,2050,2027,14.1,2737,NA
BFA376,BFR125,Costa Rica,San Vito,Canas gordas,1 mi SW Cañas Gordas,8.704527,-82.870111,Not precise,NA,Rainforest,South Pacific Mesoamerica,Mesoamerica,1170,907,22.4,3554,NA
BFA377,BFR125,Costa Rica,Provincia  Puntarenas,Monte Verde,University of Georgia Costa Rica Campus,10.28333333,-84.8,Precise,NA,Rainforest,South Pacific Mesoamerica,Mesoamerica,1400,1057,20.8,2823,NA
BFA378,BFR125,Costa Rica,Provincia  San José,San José,"San José, 10 mi SW San Isidro General",9.283333333,-83.81666667,Precise,NA,Rainforest,South Pacific Mesoamerica,Mesoamerica,400,257,25.3,3369,NA
BFA379,BFR125,Costa Rica,Provincia  San José,San José,"San José, Cerro de la Muerte, 10.5 mi N San Isisdro General",9.533333333,-83.71666667,Precise,NA,Rainforest,South Pacific Mesoamerica,Mesoamerica,1585,2729,10.9,2433,NA
BFA380,BFR125,Costa Rica,Provincia  San José,San José,"San José, Cerro de la Muerte, 9.5 mi N San Isisdro General",9.516666667,-83.7,Precise,NA,Rainforest,South Pacific Mesoamerica,Mesoamerica,2300,2101,12.7,3307,NA
BFA381,BFR126,Honduras,Atlantida,Lancetilla,Jardin Botanico Lancetilla,15.740916,-87.455805,Precise,NA,Rainforest,Caribbean Mesoamerica,Mesoamerica,NA,64,26,2331,NA
BFA382,BFR126,Honduras,Atlantida,Lancetilla,Lancetilla,15.716256,-87.45785,Not precise,NA,Rainforest,Caribbean Mesoamerica,Mesoamerica,NA,211,25.1,2519,NA
BFA383,BFR126,Honduras,Comayagua,Palo Pintado,"4.8 km N, 8.7 km W Comayagua (Playitas)",14.502239,-87.721412,Precise,NA,Deciduous forest,Mesoamerican Central Highlands,Mesoamerica,NA,880,21.9,1617,NA
BFA384,BFR126,Honduras,Comayagua,Taulabe,Cueva del Taulabe,14.689844,-87.940217,Precise,NA,Deciduous forest,Mesoamerican Central Highlands,Mesoamerica,NA,721,23,1979,NA
BFA385,BFR126,Honduras,Comayagua,Siguatepeque,Siguatepeque,14.596458,-87.840236,Not precise,NA,Deciduous forest,Mesoamerican Central Highlands,Mesoamerica,NA,1065,20.6,1389,NA
BFA386,BFR126,Honduras,Copán,Lepaera,20 km SE Santa Rosa de Copán,14.788542,-88.592871,Precise,NA,Deciduous forest,Mesoamerican Central Highlands,Mesoamerica,NA,869,22.1,1360,NA
BFA387,BFR126,Honduras,Cortés,Omoa,"Omoa, Forataleza de San Fernanado de Omoa",15.778237,-88.040034,Precise,NA,Rainforest,Caribbean Mesoamerica,Mesoamerica,NA,2,26.7,2257,NA
BFA388,BFR126,Honduras,Cortés,La Esperanza,"Santo Domingo, Sierra Omoa, 5.5 km ESE Cuyamel",15.637129,-88.149862,Precise,NA,Rainforest,Caribbean Mesoamerica,Mesoamerica,NA,493,24.3,1770,NA
BFA389,BFR126,Honduras,Francisco Morazán,El Rincón,1 km Talanga,14.125586,-87.170757,Precise,NA,Cloud forest,Mesoamerican Central Highlands,Mesoamerica,NA,1384,19.2,981,NA
BFA390,BFR126,Honduras,Francisco Morazán,Tegucigalpa,12 mi N Tegucigalpa,14.241091,-87.157861,Precise,NA,Cloud forest,Mesoamerican Central Highlands,Mesoamerica,NA,1180,20.1,1189,NA
BFA391,BFR126,Honduras,Francisco Morazán,Valle de Ángeles,Parque Nacional La Tigra,14.184954,-87.051984,Precise,NA,Cloud forest,Mesoamerican Central Highlands,Mesoamerica,NA,1640,17.6,1338,NA
BFA392,BFR126,Honduras,Francisco Morazán,Tegucigalpa,Parque Zoologia El Picacho,14.120527,-87.193949,Precise,NA,Cloud forest,Mesoamerican Central Highlands,Mesoamerica,NA,1221,20,999,NA
BFA393,BFR126,Honduras,Isla Roatan,West Bay,West end of island,16.287522,-86.582246,Precise,NA,Coastal sandy mosaic,Caribbean Mesoamerica,Mesoamerica,NA,0,NA,NA,NA
BFA394,BFR126,Honduras,Lempira,Gracias,3.5 mi N Gracias,14.65215,-88.587144,Precise,NA,Mixed forest,Mesoamerican Central Highlands,Mesoamerica,NA,762,22.8,1244,NA
BFA395,BFR126,Honduras,Lempira,Gracias,"Parque Nacional Celaque, Centro de visitantes",14.562683,-88.642673,Precise,NA,Mixed forest,Mesoamerican Central Highlands,Mesoamerica,NA,1486,18.8,1441,NA
BFA396,BFR126,Honduras,Olancho,Catacamas,3 km N Catacamas (Escuela Nacional de Agricultura),14.86242,-85.845787,Precise,NA,Cloud forest,Central American pine-oak forests,Mesoamerica,NA,385,24.9,1399,NA
BFA397,BFR126,Honduras,Olancho,Catacamas,4 km E Catacamas (Escuela de Sembrador),14.806792,-85.802839,Precise,NA,Cloud forest,Central American pine-oak forests,Mesoamerica,NA,365,25,1364,NA
BFA398,BFR126,Honduras,Olancho,Danlí,Danli: 78 mi ENE by E Rio Coco,14.727366,-85.632466,Precise,NA,Cloud forest,Central American pine-oak forests,Mesoamerica,NA,671,24,1577,NA
BFA399,BFR126,Honduras,Olancho,Catacamas,"Parque Nacional Agalta, Sendero a la Picucha",14.97175,-85.869093,Not precise,NA,Cloud forest,Central American pine-oak forests,Mesoamerica,NA,1882,16.9,1906,NA
BFA400,BFR126,Honduras,Olancho,La Union,"Parque Nacional de La Muralla, Los Cuatro Pavos",15.095426,-86.737608,Precise,NA,Cloud forest,Central American pine-oak forests,Mesoamerica,NA,1489,19,1497,NA
BFA401,BFR126,Honduras,Valle,El Transito,"13 km W, 3 km S Nacaome",13.5076,-87.606118,Precise,NA,Deciduous forest,South Pacific Mesoamerica,Mesoamerica,NA,16,28.2,1587,NA
BFA402,BFR126,Honduras,Valle,San Lorenzo,"3 km N, 12.5 km SW San Lorenzo",13.415195,-87.545901,Precise,NA,Deciduous forest,South Pacific Mesoamerica,Mesoamerica,NA,6,28.3,1609,NA
BFA403,BFR126,Honduras,Valle,San Lorenzo,"3 km N, 9 km SW San Lorenzo",13.432832,-87.519322,Precise,NA,Deciduous forest,South Pacific Mesoamerica,Mesoamerica,NA,5,28.3,1600,NA
BFA404,BFR127,Bolivia,Cochabamba,Villa Tunari,"12.5 km by road SW Villa Tunari, Cavernas del Repechon",-17.050026,-65.46666667,Precise,NA,Semideciduous forest,Chiquitano Woodlands,Cerrado,400,395,24.8,3536,NA
BFA405,BFR127,Bolivia,Cochabamba,Corani,"Corani, Central Hidroeléctrica Corani",-17.21194444,-65.86916667,Precise,NA,Semideciduous forest,Chiquitano Woodlands,Cerrado,2630,2686,16.6,804,NA
BFA406,BFR127,Bolivia,La Paz,Zongo,"0.5 km E Saynani, Rio Zongo",-16.11861111,-68.07944444,Precise,NA,Semideciduous forest,Chiquitano Woodlands,Cerrado,2163,2630,17.3,961,NA
BFA407,BFR127,Bolivia,La Paz,Chijchipa,Suapi,-16.15,-67.73333333,Precise,NA,Semideciduous forest,Chiquitano Woodlands,Cerrado,1224,1179,21.5,1293,NA
BFA408,BFR127,Bolivia,La Paz,Rosario Entre Ríos,La Reserva,-15.73333333,-67.51666667,Precise,NA,Semideciduous forest,Chiquitano Woodlands,Cerrado,840,1113,23.1,1617,NA
BFA409,BFR127,Bolivia,Santa Cruz,Cuevas,"1 km NE Estancia Cuevas, km 101 by road from Santa Cruz de La Sierra",-18.18333333,-63.73333333,Precise,NA,Semideciduous forest,Chiquitano Woodlands,Cerrado,1300,1442,20.6,764,NA
BFA410,BFR127,Bolivia,Santa Cruz,Ascención,6 km by road W Ascención,-15.71666667,-63.15,Precise,NA,Semideciduous forest,Chiquitano Woodlands,Cerrado,240,254,25.5,1141,NA
BFA411,BFR127,Bolivia,Santa Cruz,El Chuchial,Estancia Cachuela Esperanza,-16.78333333,-63.23333333,Precise,NA,Semideciduous forest,Chiquitano Woodlands,Cerrado,NA,215,24.7,1255,NA
BFA412,BFR127,Bolivia,Santa Cruz,Amboró,San Rafael de Amboró,-17.6,-63.6,Precise,NA,Semideciduous forest,Chiquitano Woodlands,Cerrado,400,460,24.2,1462,NA
BFA413,BFR127,Bolivia,Tarija,Entre Ríos,"Tapecua, Alto de los Zarzos",-21.43705556,-63.917,Precise,NA,Semi-arid thorny woodland,Chaco Seco Drylands,Gran Chaco,1500,1565,18.5,742,NA
BFA414,BFR128,United States,Colorado,Divide,"Manchester Creek some eight miles north of Divide, Colorado",39.058875,-105.158389,Precise,NA,NA,NA,NA,2438,2560,3.1,472,"*Casual record, bat found in a pound"
BFA275,BFR129,Costa Rica,La Heredia province,Heredia,La Selva Biological Station,10.430622,-84.006969,Not precise,NA,Rainforest,Isthmian-Atlantic moist forests,Mesoamerica,NA,57,26.1,3949,NA
BFA415,BFR130,Panama,Darien,Darien,Parque Nacional Darien ,7.730809,-77.546906,Precise,NA,Rainforest,Chocó-Darién Mesoamerica,Mesoamerica,NA,201,25.9,2894,NA
BFA416,BFR131,Peru,Lima,Lima,"Quebrada verde, cerca de Lima",-12.2,-76.96666667,Not precise,NA,Semi-desert and desert,Coastal Deserts,Peruvian-Chilean Desert,450,60,19.1,24,NA
BFA417,BFR131,Peru,Lima,Pachangara,Churin,-10.75,-76.83333333,Precise,NA,Semi-desert and desert,Coastal Deserts,Peruvian-Chilean Desert,2200,3696,5.4,638,NA
BFA418,BFR131,Peru,Lima,Lima,Lurín,-12.25,-76.88333333,Precise,NA,Semi-desert and desert,Coastal Deserts,Peruvian-Chilean Desert,NA,2,19.4,24,NA
BFA419,BFR132,United States,Arizona,Gila County,"1 mi. W., 1 mi. S. of Parker Creek Station, Sierra Ancha Mtns., Gila Co.",33.722091,-111.010391,Precise,NA,NA,NA,NA,NA,807,18.6,428,NA
BFA420,BFR132,United States,Arizona,Pima County,"Arivaca, Pima Co.",31.577336,-111.331452,Precise,NA,NA,NA,NA,NA,1116,17.2,437,NA
BFA421,BFR132,United States,Arizona,Santa Cruz County,"Black Diamond Mine, Warsaw Canyon, ca. 2.5 mi. W. Ruby, Santa Cruz Co.",31.457072,-111.279593,Precise,NA,NA,NA,NA,NA,1391,15.7,518,NA
BFA422,BFR132,United States,Arizona,Oracle,"Burney mine, 4.2 mi S, 4.9 E of Oracle Junction, Pinal Co.",32.552705,-110.799102,Precise,NA,NA,NA,NA,NA,1218,17.5,479,NA
BFA423,BFR132,United States,Arizona,oracle,"Cave, 10.5 rd. mi. S. of Oracle (On control Rd.), Pima, Co.",32.609526,-110.771255,Not precise,NA,NA,NA,NA,NA,1365,16.8,523,NA
BFA424,BFR132,United States,Arizona,Klondyke,"Cave, Creek Canyon, 6.5 mi W, 1 mi. N. of Klondike, Graham, Co.",32.848345,-110.220204,Precise,NA,NA,NA,NA,NA,1732,13.3,497,NA
BFA425,BFR132,United States,Arizona,Tucson,"Colossal Caves, 20 E., 7 S. airline mi. Tucson, south end of Rincon Mtns., Pima Co.",32.180219,-110.736296,Not precise,NA,NA,NA,NA,NA,924,19.3,352,NA
BFA426,BFR132,United States,Arizona,Globe,"Diversion tunnel nr. Globe, 15.5 mi. N. Pringle pump station, Gila Co.",33.408873,-110.785466,Not precise,NA,NA,NA,NA,NA,1083,17.3,453,NA
BFA427,BFR132,United States,Arizona,Hilltop,"El Tigre Mine, Pinery Canyon, Chiricahua Mtns, Cochise Co.",31.934535,-109.285062,Precise,NA,NA,NA,NA,NA,2012,11.3,568,NA
BFA428,BFR132,United States,Arizona,Mammoth,"Fortune Mine, 45 mi N.N.W. of Tucson, Sawtooth Mtn, Pima, Co.",32.834936,-110.530571,Precise,NA,NA,NA,NA,NA,1584,14.2,544,NA
BFA429,BFR132,United States,Arizona,Sasabe,"Garcias Represso, 2 mi. E. Sasabe, Pima Co.",31.486228,-111.507631,Precise,NA,NA,NA,NA,NA,1070,17.6,418,NA
BFA430,BFR132,United States,Arizona,Lochiel,"Harper’s Claim, 16 E. 4 N. airline mi. Of Lochiel, Cochise, Co.",31.401391,-110.3492,Precise,NA,NA,NA,NA,NA,1951,12.6,618,NA
BFA431,BFR132,United States,Arizona,Eden,"Highway brigde, US 70, 7.3 mi NW Pima",32.970828,-109.92115,Precise,NA,NA,NA,NA,NA,835,18.1,284,NA
BFA432,BFR132,United States,Arizona,Oracle,"Hot Boy Mine, 1.5 mi. E. 12 mi. N. Oracle Junction, Pinal Co.",32.741736,-110.897327,Precise,NA,NA,NA,NA,NA,1218,17.7,487,NA
BFA433,BFR132,United States,Arizona,Kingman,"Kingman, Mohave Co.",35.189437,-114.052998,Precise,NA,NA,NA,NA,NA,1016,16.8,166,NA
BFA434,BFR132,United States,Arizona,Santa Cruz County,"McCleary mine, Madera Canyon, Santa Cruz, Co.",31.705357,-110.871019,Precise,NA,NA,NA,NA,NA,2018,12.9,635,NA
BFA435,BFR132,United States,Arizona,Pima County,"Mine tunnel, Las Guijas, Pima Co.",31.670362,-111.382043,Precise,NA,NA,NA,NA,NA,1054,17.6,417,NA
BFA436,BFR132,United States,Arizona,Pima County,"Mine, 9 rd. mi. S. Oracle (On control Rd.), Pima, Co.",32.610905,-110.770935,Not precise,NA,NA,NA,NA,NA,1365,16.8,523,NA
BFA437,BFR132,United States,Arizona,Gila County,"Parker Creek Station, Sierra Ancha Mtns., Gila, Co.",33.722826,-111.010951,Precise,NA,NA,NA,NA,NA,807,18.6,428,NA
BFA438,BFR132,United States,Arizona,Mohave County,Parker Mohave Co.,35.213705,-113.763574,Not precise,NA,NA,NA,NA,NA,1340,13.7,271,NA
BFA439,BFR132,United States,Arizona,Huachaca,"Pyatt Cave, 7 airline mi. W. of Fort Huachaca, Cochise Co.",31.570462,-110.225496,Precise,NA,NA,NA,NA,NA,1324,16.9,362,NA
BFA440,BFR132,United States,Arizona,Cochise County,"Reef Mine (7200’) Carr Canyon, N. Carr Peak, Huachuca Mtns, Cochise Co.",31.431726,-110.290998,Precise,NA,NA,NA,NA,NA,2196,11.7,657,NA
