SiteCode;RefCode;Country;State;Municipality;Locality;Latitude;Longitude;Precision;Vegetation;VegType;Domain;Elevation;Protection;MeanAnnTemp;MeanAnnRain
BFA281;BFR060;Panama;Panama;Panama;Gigante 2;9.123855;-79.87928;Not precise;Continuos forest and fragmented forest;;;NA;NA;26.7;2470
BFA281;BFR060;Panama;Panama;Panama;Guanabano;9.204324;-79.88414;Not precise;Continuos forest and fragmented forest;;;NA;NA;26.6;2765
BFA281;BFR060;Panama;Panama;Panama;Guava;9.204324;-79.88414;Not precise;Continuos forest and fragmented forest;;;NA;NA;26.6;2765
BFA281;BFR060;Panama;Panama;Panama;Las Pavas;9.123855;-79.87928;Not precise;Continuos forest and fragmented forest;;;NA;NA;26.7;2470
BFA281;BFR060;Panama;Panama;Panama;Mona Grita;9.123855;-79.87928;Not precise;Continuos forest and fragmented forest;;;NA;NA;26.7;2470
BFA281;BFR060;Panama;Panama;Panama;Orchid Island;9.204324;-79.88414;Not precise;Continuos forest and fragmented forest;;;NA;NA;26.6;2765
BFA281;BFR060;Panama;Panama;Panama;Pena Blanca;9.123855;-79.87928;Not precise;Continuos forest and fragmented forest;;;NA;NA;26.7;2470
BFA281;BFR060;Panama;Panama;Panama;Pato Horqueta;9.204324;-79.88414;Not precise;Continuos forest and fragmented forest;;;NA;NA;26.6;2765
BFA281;BFR060;Panama;Panama;Panama;Parque Nacional Soberania 1;9.120412;-79.72729;Not precise;Continuos forest and fragmented forest;;;NA;NA;26.7;2320
BFA281;BFR060;Panama;Panama;Panama;Parque Nacional Soberania 2;9.043633;-79.65244;Not precise;Continuos forest and fragmented forest;;;NA;NA;26.5;2146
BFA281;BFR060;Panama;Panama;Panama;Tres Almendras;9.204324;-79.88414;Not precise;Continuos forest and fragmented forest;;;NA;NA;26.6;2765
BFA281;BFR060;Panama;Panama;Panama;Urodema Island;9.123855;-79.87928;Not precise;Continuos forest and fragmented forest;;;NA;NA;26.7;2470
BFA282;BFR061;Australia;Victoria;Allansford;nearby non-breeding caves;-38.3861;142.5931;Precise;NA;;;NA;NA;13.9;805
BFA283;BFR061;Australia;Victoria;Portland;Portland 1, nearby non-breeding caves;-38.3609;141.6041;Not precise;NA;;;NA;NA;13.7;819
BFA284;BFR061;Australia;Victoria;Portland;Portland 2,nearby non-breeding caves;-38.3609;141.6041;Not precise;NA;;;NA;NA;13.7;819
BFA285;BFR061;Australia;South Australia;Naracoorte;Naracoorte breeding cave;-36.9602;140.7413;Precise;NA;;;NA;NA;14.5;577
BFA286;BFR061;Australia;Victoria;Christmas Hills;Abandoned mines;-37.6515;145.3173;Precise;NA;;;NA;NA;13.8;914
BFA287;BFR061;Australia;Victoria;Eildon;Abandoned mines;-37.2343;145.8976;Precise;NA;;;NA;NA;13.6;904
BFA288;BFR061;Australia;Victoria;Lakes Entrance;Vicrtorian breeding cave;-37.8511;147.9958;Precise;NA;;;NA;NA;14.2;737
BFA289;BFR062;Japan;Gifu;Gujo-shi;Gujo-shi;35.661983;136.974288;Not precise;NA;;;NA;NA;13.3;2434
BFA290;BFR062;Japan;Hokkaido;Bekkai-cho, Notsuke-gun;Bekkai-cho, Notsuke-gun;43.590307;145.334981;Not precise;NA;;;NA;NA;5.7;1045
BFA291;BFR062;Japan;Hokkaido;Koshimizu-cho, Shari-gun;Koshimizu-cho, Shari-gun;43.856644;144.462051;Not precise;NA;;;NA;NA;6;898
BFA292;BFR062;Japan;Hokkaido;Nemuro-shi;Nemuro-shi;43.330101;145.582818;Not precise;NA;;;NA;NA;6;1079
BFA293;BFR062;Japan;Hokkaido;Otofuke-cho, Kato-gun;Otofuke-cho, Kato-gun;42.994155;143.197971;Not precise;NA;;;NA;NA;6.5;1149
BFA294;BFR062;Japan;Hokkaido;Rausu-cho, Menashi-gun;Rausu-cho, Menashi-gun;44.021873;145.1897;Not precise;NA;;;NA;NA;5.4;1025
BFA295;BFR062;Japan;Hokkaido;Sarufutsu-mura, Souya-gun;Sarufutsu-mura, Souya-gun;45.328864;142.175896;Not precise;NA;;;NA;NA;NA;NA
BFA296;BFR062;Japan;Hokkaido;Shari-cho, Shari-gun;Shari-cho, Shari-gun;43.911473;144.670764;Not precise;NA;;;NA;NA;5.9;932
BFA297;BFR062;Japan;Hokkaido;Shibetsu-cho, Shibetsu-gun;Shibetsu-cho, Shibetsu-gun;43.661258;145.131356;Not precise;NA;;;NA;NA;5.6;1006
BFA298;BFR062;Japan;Hokkaido;Tsubetsu-cho, Abashiri-gun;Tsubetsu-cho, Abashiri-gun;43.706594;144.024876;Not precise;NA;;;NA;NA;6.3;784
BFA299;BFR062;Japan;Hyogo;Sayo-cho, Sayo-gun;Sayo-cho, Sayo-gun;35.004345;134.355874;Not precise;NA;;;NA;NA;14.4;1506
BFA300;BFR062;Japan;Mie;Kumano-shi;Kumano-shi;33.888521;136.100224;Not precise;NA;;;NA;NA;16.6;3503
BFA301;BFR062;Japan;Mie;Tsu-shi;Tsu-shi;34.718639;136.505226;Not precise;NA;;;NA;NA;15.6;1790
BFA302;BFR062;Japan;Nagano;Nakano-shi;Nakano-shi;36.741995;138.369351;Not precise;NA;;;NA;NA;12.1;1356
BFA303;BFR062;Japan;Nagano;Outaki-mura, Kiso-gun;Outaki-mura, Kiso-gun;35.823714;137.390409;Not precise;NA;;;NA;NA;7.4;1959
BFA304;BFR062;Japan;Okinawa;Nago-shi, Okinawa Is.;Nago-shi, Okinawa Is.;26.591562;127.977531;Not precise;NA;;;NA;NA;22.3;2235
BFA305;BFR062;Japan;Okinawa;Onna-son, Okinawa Is.;Onna-son, Okinawa Is.;26.497596;127.852965;Not precise;NA;;;NA;NA;22.4;2142
BFA306;BFR062;Japan;Osaka;Misaki-cho, Sennan-gun;Misaki-cho, Sennan-gun;34.317325;135.142186;Not precise;NA;;;NA;NA;NA;NA
BFA307;BFR062;Japan;Wakayama;Nishimuro-gun;Nishimuro-gun;33.604957;135.487484;Not precise;NA;;;NA;NA;17;2353
BFA308;BFR062;Japan;Wakayama;Tanabe-shi;Tanabe-shi;33.728005;135.37773;Not precise;NA;;;NA;NA;16.8;2142
BFA309;BFR063;Brazil;Amapá;;Floresta Nacional do Amapá (FNA);1.206111111;-51.74083333;Not precise;upland forest, with some stains of flooded forests, “tabocais” (forest of bamboo) and rocky outcrop;Savanna woodland;Amazonia;80 - 450 ;YES;25.9;2470
BFA310;BFR063;Brazil;Amapá;;Parque Nacional Montanhas do Tumucumaque (PNMT);2.047444444;-52.75355556;Not precise;dense forests of mainland, igapó forest (dense ombrophylous alluvial forests), slops forests and dried formations associated with rocky outcrop;Coastal sandy mosaic;Amazonia;100 - 400;YES;25.5;2412
BFA311;BFR063;Brazil;Amapá;;Reserva de Desenvolvimento Sustentável do Rio Iratapurú (RDSI);0.181851852;-53.62187963;Not precise;upland forest with a high concentration of Castanheiras-do-Brazil;Floodplain forest;Amazonia;100 - 500;YES;25.9;2270
BFA312;BFR064;Portugal;Portugal;Portugal;Portugal;39.87121;-8.106286;Not precise;NA;;;NA;NA;14;1089
BFA313;BFR065;Costa Rica;Costa Rica;Costa Rica;18 different locations across Coto Brus valley;8.954045;-83.070404;Not precise;mixture of tropical wet forest and farmland;;;NA;NA;25;2615
BFA314;BFR066;Nigeria;Nigeria;Nigeria;Bauchi;10.31583333;9.844166667;Not precise;NA;;;NA;NA;25.3;1009
BFA314;BFR066;Nigeria;Nigeria;Nigeria;Gboko;7.325;9.005;Not precise;NA;;;NA;NA;26.4;1473
BFA315;BFR067;South Korea;Jeju-do (Is);Jeju-si;Bonggae-dong;33.41094444;126.6209444;Precise;NA;;;NA;NA;12.1;1748
BFA316;BFR067;South Korea;Gyeongnam Prov.;Changwon-si;Buk-myeon;37.25102778;128.4294722;Precise;NA;;;NA;NA;10.5;1293
BFA317;BFR067;South Korea;Gangwon Prov.;Yeongwol-gun;Buk-myeon;35.35808333;128.5842222;Precise;NA;;;NA;NA;13.5;1360
BFA318;BFR067;South Korea;Chungnam Prov.;Gongju-si;Gyeryong-myeon;36.41225;127.1456389;Precise;NA;;;NA;NA;12.2;1286
BFA319;BFR067;South Korea;Gangwon Prov.;Yeongwol-gun;Hadong-myeon;37.11905556;128.6098333;Precise;NA;;;NA;NA;10.9;1246
BFA320;BFR067;South Korea;Daejeon metropolitan;Dong-gu;Haso-dong;36.21308333;127.4389167;Precise;NA;;;NA;NA;11.3;1308
BFA321;BFR067;South Korea;Gyeongbuk Prov.;Mungyeong-si;Hogye-dong;36.65911111;128.1928056;Precise;NA;;;NA;NA;11.3;1172
BFA322;BFR067;South Korea;Jeonnan Prov.;Shinan-gun;Hong-do;34.68341667;125.1916389;Precise;NA;;;NA;NA;NA;NA
BFA323;BFR067;South Korea;Jeonnan Prov.;Gwangsan-gu;Imgok-dong;35.21955556;126.7447222;Precise;NA;;;NA;NA;13.7;1252
BFA324;BFR067;South Korea;Gangwon Prov.;Jeongseon-gun;Jeongseon-gun;37.38058333;128.6250833;Precise;NA;;;NA;NA;9.6;1377
BFA325;BFR067;South Korea;Gangwon Prov.;Yeongwol-gun;Jucheon-myeon;37.215146;126.568027;Not precise;NA;;;NA;NA;11.7;1188
BFA326;BFR068;Brazil;Minas Gerais;Uberlândia;The “Panga” ecological reservation;-19.18611111;-48.40972222;Precise;Cerrado;Semideciduous forest;Atlantic forest;800;NA;22;1445
BFA327;BFR069;South Africa;;;De Hoop Guano Cave;-34.018516;23.864499;Not precise;NA;;;NA;NA;NA;NA
BFA327;BFR069;South Africa;;;Steenkampskraal Mine,;-30.975012;18.634337;Not precise;NA;;;NA;NA;18.6;169
BFA327;BFR069;South Africa;;;Koegelbeen Sinkhole;-27.984071;23.608061;Not precise;NA;;;NA;NA;16.2;475
BFA327;BFR069;South Africa;;;Vanderkloof Dam;-30.049495;24.803334;Not precise;NA;;;NA;NA;18;356
BFA327;BFR069;South Africa;;;Sudwala Caves;-25.369774;30.699812;Not precise;NA;;;NA;NA;18.5;917
BFA327;BFR069;South Africa;;;Shongweni Dam;-30.559483;22.93749;Not precise;NA;;;NA;NA;16.7;233
BFA327;BFR069;South Africa;;;Table Farm;-30.559483;22.93749;Not precise;NA;;;NA;NA;16.7;233
BFA328;BFR070;United States;Puerto Rico;Arecibo;Mata del Plátano field station, Interamerican University;18.475718;-66.759438;Not precise;subtropical, successional forest, dominated by deciduous trees;;;NA;NA;25.6;1349
BFA329;BFR071;South Korea;South Korea;Chungbuk;Danyang;36.984547;128.365518;Not precise;caves, forests, and abandoned mines;;;NA;NA;10.9;1223
BFA330;BFR071;South Korea;South Korea;Gyeongbuk;Inje;36.85282;127.601448;Not precise;caves, forests, and abandoned mines;;;NA;NA;10.5;1255
BFA331;BFR071;South Korea;South Korea;Jeonbuk;Sunchang;35.374414;127.137597;Not precise;caves, forests, and abandoned mines;;;NA;NA;13.1;1334
BFA332;BFR071;South Korea;South Korea;Jeonnam;Muan, Jindo, Wando;34.867901;126.991001;Not precise;caves, forests, and abandoned mines;;;NA;NA;13.1;1449
BFA333;BFR071;South Korea;South Korea;Ulsan;Ulsan;35.538377;129.311359;Not precise;caves, forests, and abandoned mines;;;NA;NA;13.9;1250
BFA334;BFR072;Singapur;Singapur;Singapur;Kent Ridge Park;1.283885;103.791295;Not precise;NA;;;NA;NA;26.7;2391
BFA334;BFR072;Singapur;Singapur;Singapur;Rifle range Road;1.354026;103.793943;Not precise;NA;;;NA;NA;26.7;2426
BFA334;BFR072;Singapur;Singapur;Singapur;Bukit Timah Nature Reserve;1.354056;103.776945;Not precise;NA;;;NA;NA;26.5;2429
BFA334;BFR072;Singapur;Singapur;Singapur;Telok Blangah Hill Park;1.278823;103.810668;Not precise;NA;;;NA;NA;26.7;2393
BFA334;BFR072;Singapur;Singapur;Singapur;Dairy Farm Nature Park;1.364018;103.776397;Not precise;NA;;;NA;NA;26.7;2422
BFA334;BFR072;Singapur;Singapur;Singapur;Pulau Ubin ;1.412566;103.957733;Not precise;NA;;;NA;NA;27.2;2451
BFA334;BFR072;Singapur;Singapur;Singapur;Coney island Park;1.409295;103.92165;Not precise;NA;;;NA;NA;NA;NA
BFA335;BFR073;Germany;Germany;Germany;Germany;51.165475;10.452313;Not precise;NA;;;NA;NA;8.3;595
BFA336;BFR074;Mexico;Chiapas;Chiapas;Cueva del naranjo;16.85444444;-93.70444444;Not precise;NA;;;NA;NA;23.2;871
BFA337;BFR074;Mexico;Chiapas;Chiapas;Cueva del Cerro hueco;16.72111111;-93.09;Not precise;NA;;;NA;NA;23.3;1058
BFA338;BFR074;Mexico;Chiapas;Chiapas;Cueva del Guano;16.81027778;-93.175;Not precise;NA;;;NA;NA;23.2;967
BFA339;BFR074;Mexico;Colima;Colima;Cueva del Salitre;19.0825;-103.7330556;Not precise;NA;;;NA;NA;26.2;832
BFA340;BFR074;Mexico;Colima;Colima;Cueva de los Animales;19.14944444;-10.83305556;Not precise;NA;;;NA;NA;28;91
BFA341;BFR074;Mexico;Colima;Colima;Cueva 1;19.1992;-103.9146611;Not precise;NA;;;NA;NA;26.1;856
BFA342;BFR074;Mexico;Nayarit;;Cueva El Naranjal;21.47941667;-105.0775833;Not precise;NA;;;NA;NA;23.2;1505
BFA343;BFR074;Mexico;Quintana Roo;;Cueva de Zereque (Actun Tzuub);20.80416667;-87.47611111;Not precise;NA;;;NA;NA;25.3;1254
BFA344;BFR074;Mexico;Yucatan;Yucatan;Cavity 1;20.29027778;-89.64536111;Not precise;NA;;;NA;NA;26;1043
BFA345;BFR074;Mexico;Yucatan;Yucatan;Cavity 2;20.29277778;-89.645;Not precise;NA;;;NA;NA;26;1044
BFA346;BFR074;Mexico;Yucatan;Yucatan;Cueva El Naranjal;20.19888889;-89.31;Not precise;NA;;;NA;NA;25.6;1099
BFA347;BFR074;Mexico;Yucatan;Yucatan;Cueva Tzabnáh (13 cenotes);20.73916667;-89.47944444;Not precise;NA;;;NA;NA;25.9;1001
BFA348;BFR074;Mexico;Yucatan;Yucatan;Grutas de la Santa Maria;20.74694444;-89.29638889;Not precise;NA;;;NA;NA;26;1056
BFA349;BFR074;Mexico;Yucatan;Yucatan;Cueva near to cenote Bal-mil;20.75277778;-89.25138889;Not precise;NA;;;NA;NA;26;1065
BFA350;BFR075;Brazil;Rio de Janeiro;Miracema;Paraíso do Tobias;-21.4045;-42.06766667;Precise;NA;Rain forest;Atlantic forest;640;NA;21.7;1284
BFA350;BFR075;Brazil;Rio de Janeiro;Casimiro de Abreu;Morro de São João;-22.51;-41.99230556;Precise;NA;Rain forest;Atlantic forest;640;NA;23;1062
BFA350;BFR075;Brazil;Rio de Janeiro;Cachoeira de Macacu;Reserva Ecológica de Guapiaçú;-22.51444444;-42.97694444;Precise;NA;Rain forest;Atlantic forest;640;NA;22.7;1552
BFA350;BFR075;Brazil;Rio de Janeiro;Paracambi;Ponte Coberta;-22.65741667;-43.80269444;Precise;NA;Rain forest;Atlantic forest;640;NA;23;1406
BFA350;BFR075;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;-22.88438889;-43.85108333;Precise;NA;Rain forest;Atlantic forest;640;NA;22.5;1350
BFA350;BFR075;Brazil;Rio de Janeiro;Mangaratiba;Ilha de Itacuruçá;-22.92763889;-43.88466667;Precise;NA;Rain forest;Atlantic forest;640;NA;23.3;1342
BFA350;BFR075;Brazil;Rio de Janeiro;Mangaratiba;Ilha de Jaguanum;-22.99208333;-43.92288889;Precise;NA;Rain forest;Atlantic forest;640;NA;NA;NA
BFA350;BFR075;Brazil;Rio de Janeiro;Mangaratiba;Ilha da Marambaia;-23.0675;-43.88722222;Precise;NA;Rain forest;Atlantic forest;640;NA;23.4;1351
BFA350;BFR075;Brazil;Rio de Janeiro;Mangaratiba;Sahy;-22.93272222;-44.01211111;Precise;NA;Rain forest;Atlantic forest;640;NA;22.5;1439
BFA350;BFR075;Brazil;Rio de Janeiro;Mangaratiba;Hotel Portobello;-22.90333333;-44.06977778;Precise;NA;Rain forest;Atlantic forest;640;NA;22.6;1484
BFA350;BFR075;Brazil;Rio de Janeiro;Mangaratiba;RB Rio das Pedras;-22.99427778;-44.10480556;Precise;NA;Rain forest;Atlantic forest;640;NA;22.8;1520
BFA350;BFR075;Brazil;Rio de Janeiro;Angra dos Reis;Ilha da Gipóia;-23.046808;-44.360207;Not precise;NA;Rain forest;Atlantic forest;640;NA;23.1;1788
BFA351;BFR076;Brazil;Rio de Janeiro;Paracambi;Curió Municipal Natural Park;-22.575;-43.69166667;Precise;Atlantic Forest remnant;Rain forest;Atlantic forest;NA;NA;21;1451
BFA352;BFR077;Brazil;Rio de Janeiro;Nova Iguaçu;Tinguá Biological Reserve and two areas sorrounding it;-22.59484444;-43.41823426;Precise;Atlantic forest;Rain forest;Atlantic forest;NA;NA;23.3;1673
BFA353;BFR078;Portugal;Portugal;Portugal;Southern Portugal;39.399866;-8.224455;Not Precise;NA;;;NA;NA;16.3;767
BFA354;BFR079;Mexico;Jalisco;;Autlan;19.770774;-104.366757;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;23.2;828
BFA355;BFR079;Mexico;Jalisco;;Autlan, El Coyame, Las Joyas Station;19.61824767;-104.3875113;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;23.9;1308
BFA356;BFR079;Mexico;Jalisco;;Autlan, El Totole, La Marmolera;19.6249465;-104.4904995;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;25.6;1530
BFA357;BFR079;Mexico;Jalisco;;El Coyame;19.497929;-104.521476;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;25.3;1419
BFA358;BFR079;Mexico;Jalisco;;El Coyame, El Totole;19.488524;-104.567859;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;25.5;1251
BFA359;BFR079;Mexico;Jalisco;;El Coyame, El Totole, Villa Purificación;19.56517633;-104.5808217;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;24.7;1578
BFA360;BFR079;Mexico;Jalisco;;El Coyame, La Pareja;20.0467045;-104.379702;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;20.4;990
BFA361;BFR079;Mexico;Jalisco;;El Totole;19.479119;-104.614242;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;25.4;1195
BFA362;BFR079;Mexico;Jalisco;;El Totole, La Marmolera, El Coyame;19.488524;-104.567859;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;25.5;1251
BFA363;BFR079;Mexico;Jalisco;;Jalocote Rancho de Arturo Moreno;19.819736;-104.422709;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;20.9;1125
BFA364;BFR079;Mexico;Jalisco;;Jalocote, El Coyame, La Pareja, Las Joyas Station, Autlan, Villa Purificación;19.678592;-104.438398;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;24.5;1501
BFA365;BFR079;Mexico;Jalisco;;Juchitlan, La Marmolera;20.082958;-104.100083;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;21.6;718
BFA366;BFR079;Mexico;Jalisco;;Juchitlan, La Pareja;20.339219;-104.1690055;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;18.3;1025
BFA367;BFR079;Mexico;Jalisco;;La Joya Neverias;20.84698;-103.979004;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;20.5;943
BFA368;BFR079;Mexico;Jalisco;;La Marmolera;20.659523;-103.349425;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;19.7;939
BFA369;BFR079;Mexico;Jalisco;;La Pareja;20.59548;-104.237928;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;22.8;848
BFA370;BFR079;Mexico;Jalisco;;La Pareja, Autlan;20.183127;-104.3023425;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;19.9;1021
BFA371;BFR079;Mexico;Jalisco;;Rancho Cerro El Tigre, Chamela, Villa Purificación;19.6226265;-104.8402705;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;25.2;1366
BFA372;BFR079;Mexico;Jalisco;;Villa Purificación;19.718481;-104.606747;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;25.1;1743
BFA373;BFR079;Mexico;Jalisco;;Villa Purificación, La Pareja, Autlan;20.028245;-104.4038107;Not Precise;deciduous forests, riparian vegetation, Quercus forests, disturbed areas, cropland;;;NA;NA;20.5;1030
BFA374;BFR080;Brazil;Minas Gerais;Alfenas, Areado, and Monte Belo;forest remnants with distinct areas;-21.38097222;-46.21263889;Precise;Atlantic Forest and Cerrado;Cloud forest;Atlantic forest;NA;NA;19.8;1521
BFA375;BFR081;Brazil;Minas Gerais;Minduri and Carrancas;Chapada do Abanador;-21.58333333;-46.55;Not precise;Campos de altitude and campos rupestres with large extensions of grasslands and eventually some shrub-sized species;Cloud forest;Atlantic forest;NA;NA;19.2;1542
BFA376;BFR082;Brazil;Paraná;Guaratuba;Guaratuba Bay, Southern Brazil;-25.83333333;-48.56666667;Precise;NA;Cloud forest;Atlantic forest;NA;NA;19.8;2046
BFA377;BFR083;Venezuela;Falcón;Falcón;Piedra Honda Cave;11.91702778;-70.01908333;Precise;semiarid landscape;;;NA;NA;26.8;529
BFA378;BFR084;Japan;Kansai;Wakayama Prefecture;Wakayama Prefecture;33.66666667;135.3833333;Precise;NA;;;NA;NA;16.7;2200
BFA379;BFR085;Gabon;Gabon;Gabon;The Faucon cave;1.07287;13.20739;Precise;Rainforest;;;NA;NA;22.5;1673
BFA380;BFR085;Gabon;Gabon;Gabon;Zadie cave;0.98595;13.19745;Precise;Rainforest;;;NA;NA;21.8;1712
BFA381;BFR085;Gabon;Gabon;Gabon;The Kessipoughou cave;0.86722;12.77389;Precise;Rainforest;;;NA;NA;23.9;1632
BFA382;BFR085;Gabon;Gabon;Gabon;The Djibilong cave;1.36261;13.46296;Precise;Rainforest;;;NA;NA;23.8;1588
BFA383;BFR086;Philippines;Philippines;Philippines;Malusak;13.844378;122.058943;Precise;NA;;;NA;NA;27.1;2486
BFA383;BFR086;Philippines;Philippines;Philippines;Mahangin;13.84415;122.058766;Precise;NA;;;NA;NA;27.1;2486
BFA383;BFR086;Philippines;Philippines;Philippines;De Lamesa;13.844639;122.058756;Precise;NA;;;NA;NA;27.1;2486
BFA383;BFR086;Philippines;Philippines;Philippines;Bonifacio;13.898252;122.027466;Precise;NA;;;NA;NA;27;2594
BFA384;BFR087;Malaysia;Malaysia;Malaysia;Pulau Pangkor;4.23593;100.54056;Precise;NA;;;NA;NA;NA;NA
BFA385;BFR087;Malaysia;Malaysia;Malaysia;Pulau Perhentian;5.903346;102.745605;Not precise;NA;;;NA;NA;NA;NA
BFA386;BFR087;Malaysia;Malaysia;Malaysia;Pulau Tioman;2.844037;104.162203;Not precise;NA;;;NA;NA;NA;NA
BFA387;BFR087;Cambodia;Cambodia;Cambodia;Phnom Penh;11.55815;104.9174;Not precise;NA;;;NA;NA;27.7;1378
BFA388;BFR087;Vietnam;Vietnam;Vietnam;Soc Trang;9.57849;105.97201;Precise;NA;;;NA;NA;26.8;1755
BFA389;BFR087;Vietnam;Vietnam;Vietnam;Ca Mau;9.15258;104.91347;Precise;NA;;;NA;NA;26.6;2347
BFA390;BFR087;Malaysia;Malaysia;Malaysia;Kuala Berang;5.07219;103.01707;Precise;NA;;;NA;NA;26.5;3517
BFA391;BFR087;Malaysia;Malaysia;Malaysia;Lenggong;5.13051;100.83254;Precise;NA;;;NA;NA;27.3;2651
BFA392;BFR088;Russia;Cis-Ural Region;Urals and Western Siberia;Udmurtia, Sverdlovsk, Chelyabinsk Oblast and Western part of KhMAO (Verhne-Kondinskii Nature Reserve, environs of Yagodny);61.524023;105.318759;Not precise;NA;;;NA;NA;-8.1;374
BFA393;BFR089;Russia;Southern Siberia;Southern Siberia;Southern Siberia;61.524023;105.318759;Not precise;NA;;;NA;NA;-8.1;374
BFA394;BFR090;India;Tamil Nadu state;Tamil Nadu state;Tiruchirappalli;10.790483;78.704673;Not precise;NA;;;NA;NA;28.8;859
BFA395;BFR091;Russia;Ural ;Northern and Middle Urals;Dvurechensk;56.595966;61.100162;Not precise;NA;;;NA;NA;2.7;496
BFA396;BFR091;Russia;Ural ;Northern and Middle Urals;Smolinskaya cave;56.429916;61.611246;Not precise;NA;;;NA;NA;2.5;479
BFA397;BFR091;Russia;Ural ;Northern and Middle Urals;Arakaevskaya cave;56.461857;59.253594;Not precise;NA;;;NA;NA;1.8;583
BFA398;BFR092;Mexico;Veracruz;Tlapacoyan;Encinar;19.91194444;-97.20277778;Precise;Acahual;;;NA;NA;21.2;2488
BFA398;BFR092;Mexico;Veracruz;Puente Nacional;Utrera;19.285;-96.51972222;Precise;Acahual;;;NA;NA;25.1;982
BFA398;BFR092;Mexico;Veracruz;San Andrés Tuxtla;Ruiz;18.67027778;-95.12611111;Precise;Acahual;;;NA;NA;25.6;3137
BFA399;BFR092;Mexico;Veracruz;San Andrés Tuxtla;Perico;18.66166667;-95.21527778;Precise;Pastizal;;;NA;NA;24.5;3132
BFA399;BFR092;Mexico;Veracruz;San Andrés Tuxtla;Divino;18.64222222;-95.19333333;Precise;Pastizal;;;NA;NA;23.7;2966
BFA399;BFR092;Mexico;Veracruz;Tlapacoyan;Clarín;20.03416667;-97.10388889;Precise;Pastizal;;;NA;NA;24;1359
BFA400;BFR092;Mexico;Veracruz;Martínez de la Torre;Soledad;20.03555556;-97.0775;Precise;Silvopastoril;;;NA;NA;24.1;1343
BFA400;BFR092;Mexico;Veracruz;Úrsulo Galván;CBTA 17;19.40944444;-96.37583333;Precise;Silvopastoril;;;NA;NA;25.6;1200
BFA401;BFR093;Brazil;Mato Grosso do Sul;Campo Grande;Florestinha;-20.44740917;-54.56204222;Precise;NA;Semideciduous forest;Atlantic forest;NA;NA;22.9;1461
BFA402;BFR093;Brazil;Mato Grosso do Sul;Campo Grande;Centro de Educação Ambiental Polonês;-20.44740917;-54.58050444;Precise;NA;Semideciduous forest;Atlantic forest;NA;NA;23.1;1457
BFA403;BFR094;Brazil;Pará;Altamira, Vitória do Xingu, Brasil Novo, Bragança and Nova Timboteua;Urban and Rural areas;-1.547430149;-74.51849065;Not precise;Secondary vegetation;Rainforest;Amazonia;NA;NA;25.9;2836
BFA404;BFR095;France;New Aquitaine;Gironde, Landes, Lot-et-Garonne;Landes de Gascogne;44.482336;-0.793121;Not precise;NA;;;NA;NA;12.9;1026
BFA405;BFR096;United States;Colorado;Larimer County;Fort Collins, Timnath;40.529149;-104.985253;Not precise;NA;;;NA;NA;9.4;357
BFA406;BFR097;Madagascar;Antsiranana;Antsiranana;Parc National d’Ankarana, Grotte des Chauves-souris ;-12.95666667;49.11833333;Precise;NA;;;NA;NA;26.1;1641
BFA407;BFR098;Brazil;Brasilia;;Cerrado Biosphere Reserve Federal District: Brasília National Park (PNB), Gama-Cabeça de Veado Environmental Protection Area (AGCV) and Águas Emendadas Ecological Station (ESECAE) ;-15.7262037;-47.84453704;Precise;savanna habitats and forested riparian areas;Savanna woodland;Cerrado;NA;NA;21.5;1555
BFA408;BFR099;Mexico;Jalisco;;Las Joyas Scientific Research Station;19.58619167;-104.2742917;Not precise;semi-evergreen forest;;;510;NA;16.8;1296
